Ensembl Gene ID	Ensembl Protein Family ID(s)
ENSG00000113282	ENSFM00500000270815
ENSG00000183092	ENSFM00260000050975
ENSG00000085415	ENSFM00250000005339
ENSG00000213593	ENSFM00250000004757
ENSG00000154646	ENSFM00500000271458
ENSG00000152705	ENSFM00250000010025
ENSG00000196159	ENSFM00570000851036
ENSG00000165752	ENSFM00260000050596
ENSG00000100600	ENSFM00250000003438
ENSG00000172296	ENSFM00260000050585
ENSG00000010295	ENSFM00310000089027
ENSG00000175029	ENSFM00250000001273
ENSG00000106355	ENSFM00550000746534
ENSG00000101639	ENSFM00250000004490
ENSG00000182325	ENSFM00280000058829
ENSG00000057294	ENSFM00630001050591
ENSG00000135414	ENSFM00250000000788
ENSG00000250510	ENSFM00250000004703
ENSG00000100209	ENSFM00500000272948
ENSG00000205323	ENSFM00500000273965
ENSG00000154781	ENSFM00250000005401
ENSG00000087237	ENSFM00250000006533
ENSG00000185559	ENSFM00500000271565
ENSG00000135587	ENSFM00500000271642
ENSG00000240747	ENSFM00500000286385
ENSG00000163817	ENSFM00270000056435
ENSG00000101230	ENSFM00250000003203
ENSG00000159873	ENSFM00250000008622
ENSG00000174840	ENSFM00250000004587
ENSG00000069011	ENSFM00260000050475
ENSG00000005059	ENSFM00250000002939
ENSG00000211450	ENSFM00600000923442
ENSG00000133704	ENSFM00250000002090
ENSG00000110811	ENSFM00500000269952
ENSG00000008282	ENSFM00500000271982
ENSG00000181790	ENSFM00250000000737
ENSG00000154654	ENSFM00250000000779
ENSG00000075975	ENSFM00250000001186
ENSG00000089123	ENSFM00500000270932
ENSG00000091073	ENSFM00500000270006
ENSG00000168374	ENSFM00500000269612
ENSG00000242574	ENSFM00250000001705
ENSG00000125122	ENSFM00600000921595
ENSG00000249481	ENSFM00250000008340
ENSG00000156510	ENSFM00250000000532
ENSG00000257390	ENSFM00410000138537
ENSG00000164066	ENSFM00250000006435
ENSG00000224186	ENSFM00500000389955
ENSG00000105778	ENSFM00250000004774
ENSG00000180432	ENSFM00250000001362
ENSG00000188483	ENSFM00580000902305
ENSG00000233436	ENSFM00550000762679
ENSG00000100219	ENSFM00600000921413
ENSG00000249647	ENSFM00580000910602
ENSG00000182983	ENSFM00570000852086
ENSG00000154719	ENSFM00250000006573
ENSG00000135596	ENSFM00250000000908
ENSG00000148335	ENSFM00500000270833
ENSG00000138794	ENSFM00500000270923
ENSG00000030304	ENSFM00510000502747
ENSG00000164576	ENSFM00250000006040
ENSG00000177732	ENSFM00500000279717
ENSG00000113648	ENSFM00400000131810
ENSG00000131379	ENSFM00250000009125
ENSG00000125841	ENSFM00440000237071
ENSG00000148814	ENSFM00250000005681
ENSG00000175820	ENSFM00570000852061
ENSG00000164326	ENSFM00600000921944
ENSG00000151287	ENSFM00250000008585
ENSG00000096401	ENSFM00250000005324
ENSG00000131711	ENSFM00250000000942
ENSG00000089048	ENSFM00500000270935
ENSG00000140093	ENSFM00250000000235
ENSG00000154721	ENSFM00500000272329
ENSG00000101255	ENSFM00250000001980
ENSG00000164309	ENSFM00500000271825
ENSG00000023318	ENSFM00250000004114
ENSG00000144649	ENSFM00580000902205
ENSG00000112984	ENSFM00620000999420
ENSG00000125826	ENSFM00250000003708
ENSG00000164330	ENSFM00250000000890
ENSG00000198576	ENSFM00250000009482
ENSG00000237102	ENSFM00600000921595
ENSG00000113196	ENSFM00500000272540
ENSG00000107736	ENSFM00570000851036
ENSG00000168701	ENSFM00500000274311
ENSG00000123739	ENSFM00500000272796
ENSG00000183579	ENSFM00250000006166
ENSG00000198561	ENSFM00250000000451
ENSG00000154723	ENSFM00560000771447
ENSG00000173137	ENSFM00250000002555
ENSG00000155506	ENSFM00250000001222
ENSG00000148798	ENSFM00630001050550
ENSG00000140853	ENSFM00250000003324
ENSG00000163818	ENSFM00250000005888
ENSG00000156374	ENSFM00500000272304
ENSG00000132155	ENSFM00290000065522
ENSG00000154727	ENSFM00400000131880
ENSG00000134901	ENSFM00250000002573
ENSG00000101247	ENSFM00250000005581
ENSG00000135723	ENSFM00250000000939
ENSG00000154783	ENSFM00500000270438
ENSG00000142192	ENSFM00250000000617
ENSG00000099917	ENSFM00250000003044
ENSG00000151475	ENSFM00250000000816
ENSG00000196284	ENSFM00250000005414
ENSG00000164070	ENSFM00360000109870
ENSG00000110975	ENSFM00510000502750
ENSG00000144647	ENSFM00250000007877
ENSG00000175018	ENSFM00250000010700
ENSG00000139133	ENSFM00500000271452
ENSG00000100249	ENSFM00250000019928
ENSG00000106066	ENSFM00500000270881
ENSG00000110888	ENSFM00480000262819
ENSG00000198730	ENSFM00500000270998
ENSG00000183762	ENSFM00250000004483
ENSG00000177034	ENSFM00250000002187
ENSG00000170852	ENSFM00570000851188
ENSG00000197061	ENSFM00500000269649
ENSG00000187475	ENSFM00600000922221
ENSG00000180596	ENSFM00500000269608
ENSG00000231925	ENSFM00250000004266
ENSG00000175548	ENSFM00500000271452
ENSG00000186998	ENSFM00380000124756
ENSG00000198121	ENSFM00500000269980
ENSG00000248993	ENSFM00250000001705
ENSG00000179058	ENSFM00290000065702
ENSG00000139117	ENSFM00560000770984
ENSG00000180573	ENSFM00600000921125
ENSG00000206409	ENSFM00250000010730
ENSG00000170099	ENSFM00250000000235
ENSG00000204257	ENSFM00260000050748
ENSG00000123353	ENSFM00500000270327
ENSG00000135740	ENSFM00250000000323
ENSG00000203623	ENSFM00250000011826
ENSG00000163788	ENSFM00520000517871
ENSG00000140859	ENSFM00400000131761
ENSG00000206408	ENSFM00250000008098
ENSG00000122642	ENSFM00500000270138
ENSG00000105835	ENSFM00250000004448
ENSG00000134897	ENSFM00570000851135
ENSG00000168298	ENSFM00600000922965
ENSG00000071894	ENSFM00250000003780
ENSG00000112115	ENSFM00500000274782
ENSG00000110321	ENSFM00320000100157
ENSG00000167653	ENSFM00600000926638
ENSG00000148331	ENSFM00250000006973
ENSG00000101251	ENSFM00250000002677
ENSG00000107938	ENSFM00250000002779
ENSG00000166265	ENSFM00600000921791
ENSG00000160886	ENSFM00500000288488
ENSG00000206406	ENSFM00250000002069
ENSG00000134899	ENSFM00570000851135
ENSG00000119509	ENSFM00360000109958
ENSG00000135392	ENSFM00410000138537
ENSG00000094880	ENSFM00250000004760
ENSG00000205403	ENSFM00250000003361
ENSG00000167157	ENSFM00360000109918
ENSG00000174839	ENSFM00250000002284
ENSG00000196116	ENSFM00250000003728
ENSG00000111641	ENSFM00250000006350
ENSG00000154734	ENSFM00500000269647
ENSG00000158373	ENSFM00500000269608
ENSG00000100263	ENSFM00250000011757
ENSG00000125875	ENSFM00250000004232
ENSG00000113296	ENSFM00250000000689
ENSG00000111664	ENSFM00250000000545
ENSG00000153157	ENSFM00580000902233
ENSG00000154736	ENSFM00500000269647
ENSG00000124813	ENSFM00250000000641
ENSG00000239285	ENSFM00250000009121
ENSG00000125255	ENSFM00500000270519
ENSG00000123342	ENSFM00640001103121
ENSG00000197697	ENSFM00500000269608
ENSG00000188987	ENSFM00500000269649
ENSG00000182944	ENSFM00500000270534
ENSG00000197249	ENSFM00250000000235
ENSG00000156239	ENSFM00250000004305
ENSG00000101266	ENSFM00250000001591
ENSG00000197409	ENSFM00250000000259
ENSG00000254656	ENSFM00500000275807
ENSG00000148835	ENSFM00270000056488
ENSG00000142731	ENSFM00500000271178
ENSG00000145860	ENSFM00500000270969
ENSG00000156515	ENSFM00250000000532
ENSG00000206404	ENSFM00500000275157
ENSG00000163681	ENSFM00250000002303
ENSG00000160746	ENSFM00500000270610
ENSG00000198862	ENSFM00500000271005
ENSG00000173915	ENSFM00500000281792
ENSG00000148344	ENSFM00500000272788
ENSG00000112116	ENSFM00630001050924
ENSG00000204256	ENSFM00250000000651
ENSG00000197406	ENSFM00500000272692
ENSG00000173585	ENSFM00600000921162
ENSG00000236104	ENSFM00500000273055
ENSG00000007944	ENSFM00250000003144
ENSG00000182346	ENSFM00500000296077
ENSG00000177463	ENSFM00260000050512
ENSG00000112118	ENSFM00500000270133
ENSG00000137198	ENSFM00250000002497
ENSG00000125266	ENSFM00250000002014
ENSG00000134884	ENSFM00600000921598
ENSG00000206403	ENSFM00250000005259
ENSG00000187185	ENSFM00500000284198
ENSG00000070729	ENSFM00510000502769
ENSG00000130193	ENSFM00560000771357
ENSG00000204442	ENSFM00560000771213
ENSG00000172264	ENSFM00500000270740
ENSG00000160828	ENSFM00250000000734
ENSG00000136816	ENSFM00250000001107
ENSG00000174405	ENSFM00250000005469
ENSG00000126233	ENSFM00500000289185
ENSG00000139826	ENSFM00500000272279
ENSG00000122643	ENSFM00250000002417
ENSG00000197353	ENSFM00600000925092
ENSG00000102524	ENSFM00250000006117
ENSG00000171813	ENSFM00500000274951
ENSG00000066455	ENSFM00250000005275
ENSG00000180066	ENSFM00600000924406
ENSG00000124788	ENSFM00250000004102
ENSG00000136827	ENSFM00250000001107
ENSG00000253276	ENSFM00510000503109
ENSG00000163820	ENSFM00250000002726
ENSG00000217261	ENSFM00250000003918
ENSG00000241973	ENSFM00260000050559
ENSG00000105851	ENSFM00520000517795
ENSG00000170271	ENSFM00250000002024
ENSG00000180155	ENSFM00600000922402
ENSG00000106069	ENSFM00260000050614
ENSG00000145349	ENSFM00250000000111
ENSG00000204209	ENSFM00250000005597
ENSG00000125848	ENSFM00250000003081
ENSG00000170473	ENSFM00500000273807
ENSG00000113048	ENSFM00250000006668
ENSG00000068383	ENSFM00250000002520
ENSG00000089177	ENSFM00540000717903
ENSG00000112782	ENSFM00250000000982
ENSG00000156253	ENSFM00500000271925
ENSG00000005249	ENSFM00500000269856
ENSG00000237240	ENSFM00250000008652
ENSG00000120029	ENSFM00250000004411
ENSG00000148843	ENSFM00570000851290
ENSG00000156256	ENSFM00600000921259
ENSG00000158517	ENSFM00500000270980
ENSG00000109534	ENSFM00600000921601
ENSG00000112365	ENSFM00390000126416
ENSG00000065357	ENSFM00510000502735
ENSG00000136842	ENSFM00500000269813
ENSG00000125878	ENSFM00500000273348
ENSG00000136819	ENSFM00250000006610
ENSG00000139116	ENSFM00320000100076
ENSG00000172070	ENSFM00500000278557
ENSG00000185340	ENSFM00500000270880
ENSG00000234516	ENSFM00550000748991
ENSG00000215397	ENSFM00500000271051
ENSG00000101276	ENSFM00250000002271
ENSG00000159648	ENSFM00250000008358
ENSG00000041515	ENSFM00500000269886
ENSG00000180245	ENSFM00500000271654
ENSG00000111665	ENSFM00250000008652
ENSG00000206402	ENSFM00280000058806
ENSG00000111837	ENSFM00310000089016
ENSG00000136891	ENSFM00250000005748
ENSG00000214294	ENSFM00500000320872
ENSG00000154485	ENSFM00400000131966
ENSG00000100276	ENSFM00560000771133
ENSG00000088726	ENSFM00250000007979
ENSG00000243804	ENSFM00280000058806
ENSG00000125870	ENSFM00600000921227
ENSG00000188690	ENSFM00250000006299
ENSG00000206401	ENSFM00550000764010
ENSG00000146013	ENSFM00500000273451
ENSG00000206396	ENSFM00250000006202
ENSG00000183423	ENSFM00250000003559
ENSG00000126882	ENSFM00250000004685
ENSG00000136925	ENSFM00250000006478
ENSG00000186910	ENSFM00250000000235
ENSG00000100280	ENSFM00430000230089
ENSG00000125898	ENSFM00500000273170
ENSG00000206398	ENSFM00580000902278
ENSG00000170054	ENSFM00250000000235
ENSG00000101280	ENSFM00500000269808
ENSG00000156261	ENSFM00390000126336
ENSG00000160539	ENSFM00250000003664
ENSG00000251380	ENSFM00550000745503
ENSG00000004948	ENSFM00270000056464
ENSG00000255833	ENSFM00250000013603
ENSG00000101282	ENSFM00500000273945
ENSG00000001561	ENSFM00500000269885
ENSG00000181965	ENSFM00500000276110
ENSG00000167656	ENSFM00600000926139
ENSG00000166188	ENSFM00570000851859
ENSG00000145824	ENSFM00600000923361
ENSG00000215019	ENSFM00500000293307
ENSG00000155508	ENSFM00250000004010
ENSG00000100604	ENSFM00250000006358
ENSG00000125818	ENSFM00250000006072
ENSG00000111667	ENSFM00250000001826
ENSG00000103005	ENSFM00250000006572
ENSG00000204252	ENSFM00500000269609
ENSG00000155085	ENSFM00570000851500
ENSG00000125879	ENSFM00500000273619
ENSG00000112183	ENSFM00250000001992
ENSG00000125851	ENSFM00250000000295
ENSG00000185950	ENSFM00250000001358
ENSG00000138798	ENSFM00510000502806
ENSG00000145832	ENSFM00500000270645
ENSG00000187498	ENSFM00600000921151
ENSG00000243566	ENSFM00640001103200
ENSG00000130723	ENSFM00260000051084
ENSG00000134287	ENSFM00500000269612
ENSG00000164347	ENSFM00250000001606
ENSG00000128250	ENSFM00500000271691
ENSG00000100285	ENSFM00630001050550
ENSG00000166189	ENSFM00270000056650
ENSG00000164332	ENSFM00250000004845
ENSG00000136878	ENSFM00250000001579
ENSG00000125864	ENSFM00250000004734
ENSG00000112796	ENSFM00500000269885
ENSG00000206395	ENSFM00250000003817
ENSG00000110900	ENSFM00500000270578
ENSG00000109851	ENSFM00290000065614
ENSG00000104499	ENSFM00500000277690
ENSG00000146707	ENSFM00500000269933
ENSG00000100296	ENSFM00250000005538
ENSG00000105856	ENSFM00250000004942
ENSG00000109854	ENSFM00500000271809
ENSG00000160882	ENSFM00500000269868
ENSG00000206394	ENSFM00250000000982
ENSG00000172215	ENSFM00600000921162
ENSG00000198728	ENSFM00250000001729
ENSG00000125895	ENSFM00500000275200
ENSG00000113302	ENSFM00250000002250
ENSG00000215595	ENSFM00600000923378
ENSG00000011198	ENSFM00250000002394
ENSG00000124827	ENSFM00540000717956
ENSG00000244588	ENSFM00250000002420
ENSG00000178467	ENSFM00250000006621
ENSG00000173578	ENSFM00500000272232
ENSG00000179886	ENSFM00250000008713
ENSG00000049883	ENSFM00250000007204
ENSG00000235569	ENSFM00440000236924
ENSG00000101298	ENSFM00250000002727
ENSG00000170915	ENSFM00250000002722
ENSG00000104524	ENSFM00500000269896
ENSG00000125868	ENSFM00500000270025
ENSG00000135205	ENSFM00250000004674
ENSG00000158402	ENSFM00250000001116
ENSG00000230344	ENSFM00500000427127
ENSG00000099937	ENSFM00440000236979
ENSG00000166452	ENSFM00250000008099
ENSG00000231389	ENSFM00500000269609
ENSG00000113761	ENSFM00500000272235
ENSG00000125775	ENSFM00250000003553
ENSG00000125844	ENSFM00250000002798
ENSG00000102996	ENSFM00400000131720
ENSG00000145839	ENSFM00500000279537
ENSG00000164597	ENSFM00250000003687
ENSG00000099940	ENSFM00250000006834
ENSG00000176532	ENSFM00600000923902
ENSG00000165953	ENSFM00250000000235
ENSG00000170214	ENSFM00500000269840
ENSG00000099942	ENSFM00250000002274
ENSG00000183625	ENSFM00250000000182
ENSG00000111642	ENSFM00540000717915
ENSG00000172348	ENSFM00250000001903
ENSG00000100605	ENSFM00250000004465
ENSG00000183773	ENSFM00250000002168
ENSG00000100665	ENSFM00250000000235
ENSG00000139537	ENSFM00250000005757
ENSG00000156265	ENSFM00560000771274
ENSG00000237649	ENSFM00400000131761
ENSG00000013573	ENSFM00460000244952
ENSG00000112186	ENSFM00250000001899
ENSG00000113312	ENSFM00260000051026
ENSG00000131368	ENSFM00250000007136
ENSG00000134285	ENSFM00500000274623
ENSG00000184117	ENSFM00250000003191
ENSG00000112367	ENSFM00260000050997
ENSG00000197977	ENSFM00570000851046
ENSG00000096093	ENSFM00250000001716
ENSG00000179142	ENSFM00500000269868
ENSG00000136937	ENSFM00250000006891
ENSG00000203630	ENSFM00250000013871
ENSG00000168675	ENSFM00250000003608
ENSG00000186575	ENSFM00250000000517
ENSG00000088832	ENSFM00500000272451
ENSG00000178252	ENSFM00250000007353
ENSG00000066697	ENSFM00250000009470
ENSG00000156273	ENSFM00500000271800
ENSG00000148826	ENSFM00500000270965
ENSG00000164610	ENSFM00250000009920
ENSG00000136068	ENSFM00250000000494
ENSG00000171811	ENSFM00560000771049
ENSG00000104522	ENSFM00250000004363
ENSG00000122507	ENSFM00250000002747
ENSG00000144712	ENSFM00250000001833
ENSG00000134871	ENSFM00600000921151
ENSG00000160932	ENSFM00500000284591
ENSG00000177150	ENSFM00250000007801
ENSG00000227686	ENSFM00250000001468
ENSG00000185238	ENSFM00500000269716
ENSG00000101654	ENSFM00250000004534
ENSG00000122574	ENSFM00600000921808
ENSG00000070761	ENSFM00250000002748
ENSG00000145826	ENSFM00500000274183
ENSG00000224531	ENSFM00640001116991
ENSG00000163823	ENSFM00250000000182
ENSG00000088833	ENSFM00500000270274
ENSG00000172850	ENSFM00500000276221
ENSG00000244476	ENSFM00600000921957
ENSG00000188488	ENSFM00250000000235
ENSG00000121807	ENSFM00250000000182
ENSG00000111859	ENSFM00500000270198
ENSG00000223865	ENSFM00500000269622
ENSG00000170234	ENSFM00500000272928
ENSG00000196275	ENSFM00540000717950
ENSG00000127928	ENSFM00500000290528
ENSG00000176136	ENSFM00540000717918
ENSG00000206383	ENSFM00250000000069
ENSG00000125888	ENSFM00500000291202
ENSG00000185231	ENSFM00540000717918
ENSG00000160791	ENSFM00250000000182
ENSG00000138172	ENSFM00500000270753
ENSG00000171189	ENSFM00440000236837
ENSG00000075073	ENSFM00500000269828
ENSG00000089006	ENSFM00250000002044
ENSG00000251349	ENSFM00250000001843
ENSG00000131381	ENSFM00250000005337
ENSG00000241697	ENSFM00250000001843
ENSG00000105825	ENSFM00500000272571
ENSG00000127951	ENSFM00500000270844
ENSG00000224821	ENSFM00570000854325
ENSG00000136193	ENSFM00250000002467
ENSG00000139832	ENSFM00360000110014
ENSG00000170522	ENSFM00250000002116
ENSG00000213995	ENSFM00250000003782
ENSG00000173769	ENSFM00250000010069
ENSG00000170231	ENSFM00500000274463
ENSG00000070770	ENSFM00250000001591
ENSG00000172209	ENSFM00250000005630
ENSG00000175322	ENSFM00620000999388
ENSG00000146233	ENSFM00250000006528
ENSG00000183206	ENSFM00500000270649
ENSG00000099282	ENSFM00500000271602
ENSG00000186088	ENSFM00300000079151
ENSG00000105865	ENSFM00500000270773
ENSG00000170681	ENSFM00500000272504
ENSG00000099949	ENSFM00250000004181
ENSG00000148840	ENSFM00250000004891
ENSG00000103021	ENSFM00250000008913
ENSG00000112511	ENSFM00250000001609
ENSG00000179152	ENSFM00250000005995
ENSG00000215328	ENSFM00250000000069
ENSG00000148123	ENSFM00500000270116
ENSG00000100314	ENSFM00260000050810
ENSG00000160867	ENSFM00250000000093
ENSG00000212866	ENSFM00250000000069
ENSG00000100319	ENSFM00500000273564
ENSG00000185664	ENSFM00320000100155
ENSG00000180777	ENSFM00570000851034
ENSG00000125850	ENSFM00500000270698
ENSG00000165943	ENSFM00500000270437
ENSG00000187239	ENSFM00250000000770
ENSG00000138792	ENSFM00250000000130
ENSG00000103023	ENSFM00250000009588
ENSG00000184076	ENSFM00500000356946
ENSG00000111669	ENSFM00250000000728
ENSG00000206380	ENSFM00500000296274
ENSG00000183309	ENSFM00250000000002
ENSG00000065308	ENSFM00250000001775
ENSG00000125871	ENSFM00250000008187
ENSG00000136942	ENSFM00500000271690
ENSG00000164346	ENSFM00250000003523
ENSG00000134905	ENSFM00570000851272
ENSG00000067900	ENSFM00540000717933
ENSG00000236287	ENSFM00500000270351
ENSG00000196136	ENSFM00250000000235
ENSG00000100325	ENSFM00250000003508
ENSG00000153291	ENSFM00500000270868
ENSG00000135698	ENSFM00500000273310
ENSG00000177335	ENSFM00250000020185
ENSG00000204525	ENSFM00630001050552
ENSG00000121797	ENSFM00550000743268
ENSG00000120709	ENSFM00250000010063
ENSG00000136936	ENSFM00250000004390
ENSG00000183653	ENSFM00250000033594
ENSG00000156282	ENSFM00500000271032
ENSG00000120708	ENSFM00250000001947
ENSG00000156284	ENSFM00500000271032
ENSG00000255863	ENSFM00620001016213
ENSG00000224453	ENSFM00520000547596
ENSG00000135083	ENSFM00250000003720
ENSG00000188694	ENSFM00250000013577
ENSG00000169884	ENSFM00500000270195
ENSG00000232263	ENSFM00550000766087
ENSG00000197683	ENSFM00500000277207
ENSG00000153485	ENSFM00250000009487
ENSG00000206107	ENSFM00360000114637
ENSG00000186980	ENSFM00500000344855
ENSG00000182816	ENSFM00560000771415
ENSG00000198390	ENSFM00560000771415
ENSG00000181938	ENSFM00250000007150
ENSG00000240432	ENSFM00600000929183
ENSG00000259066	ENSFM00250000005036
ENSG00000176029	ENSFM00250000009315
ENSG00000257944	ENSFM00250000003751
ENSG00000257705	ENSFM00640001106913
ENSG00000185933	ENSFM00260000051099
ENSG00000113838	ENSFM00250000007871
ENSG00000186971	ENSFM00560000772335
ENSG00000096092	ENSFM00500000294282
ENSG00000136881	ENSFM00250000000948
ENSG00000183128	ENSFM00260000051099
ENSG00000184494	ENSFM00540000717979
ENSG00000178919	ENSFM00600000921558
ENSG00000136932	ENSFM00250000005026
ENSG00000107954	ENSFM00250000001631
ENSG00000137414	ENSFM00250000008193
ENSG00000110328	ENSFM00500000269893
ENSG00000125084	ENSFM00500000269585
ENSG00000158286	ENSFM00360000110025
ENSG00000107949	ENSFM00250000005349
ENSG00000146360	ENSFM00350000105459
ENSG00000165970	ENSFM00500000269630
ENSG00000103034	ENSFM00250000000535
ENSG00000149474	ENSFM00250000007781
ENSG00000112290	ENSFM00250000001269
ENSG00000186970	ENSFM00600000929952
ENSG00000136950	ENSFM00500000270526
ENSG00000170270	ENSFM00540000725081
ENSG00000184351	ENSFM00400000132928
ENSG00000130714	ENSFM00630001050593
ENSG00000178175	ENSFM00390000126363
ENSG00000141449	ENSFM00250000001396
ENSG00000140945	ENSFM00260000050326
ENSG00000244067	ENSFM00270000056439
ENSG00000196209	ENSFM00570000851972
ENSG00000205269	ENSFM00500000279469
ENSG00000232838	ENSFM00550000757077
ENSG00000178149	ENSFM00250000005370
ENSG00000144713	ENSFM00500000270098
ENSG00000176956	ENSFM00560000771895
ENSG00000125846	ENSFM00570000851059
ENSG00000164638	ENSFM00250000003785
ENSG00000176009	ENSFM00500000274069
ENSG00000012223	ENSFM00250000000343
ENSG00000125900	ENSFM00500000279471
ENSG00000095139	ENSFM00250000003602
ENSG00000175348	ENSFM00500000272469
ENSG00000101307	ENSFM00500000269963
